iso3,overlay,entity_count,coverage_flag
LBN,none,25,present
LBR,media,0,missing
LBR,tech_platform,0,missing
LBR,telecom,0,missing
LBR,defense,0,missing
LBR,security,0,missing
LBR,finance,0,missing
LBR,critical_infra,0,missing
LBR,energy,0,missing
LBR,none,18,present
LBY,media,0,missing
LBY,tech_platform,1,present
LBY,telecom,0,missing
LBY,defense,0,missing
LBY,security,0,missing
LBY,finance,0,missing
LBY,critical_infra,0,missing
LBY,energy,0,missing
LBY,none,3,present
LCA,media,0,missing
LCA,tech_platform,0,missing
LCA,telecom,0,missing
LCA,defense,0,missing
LCA,security,0,missing
LCA,finance,0,missing
LCA,critical_infra,0,missing
LCA,energy,0,missing
LCA,none,0,missing
LIE,media,0,missing
LIE,tech_platform,0,missing
LIE,telecom,0,missing
LIE,defense,0,missing
LIE,security,0,missing
LIE,finance,0,missing
LIE,critical_infra,0,missing
LIE,energy,0,missing
LIE,none,0,missing
LKA,media,0,missing
LKA,tech_platform,0,missing
LKA,telecom,0,missing
LKA,defense,0,missing
LKA,security,0,missing
LKA,finance,0,missing
LKA,critical_infra,0,missing
LKA,energy,0,missing
LKA,none,21,present
LSO,media,0,missing
LSO,tech_platform,0,missing
LSO,telecom,0,missing
LSO,defense,0,missing
LSO,security,0,missing
LSO,finance,0,missing
LSO,critical_infra,0,missing
LSO,energy,0,missing
LSO,none,13,present
LTU,media,0,missing
LTU,tech_platform,4,present
LTU,telecom,0,missing
LTU,defense,0,missing
LTU,security,0,missing
LTU,finance,0,missing
LTU,critical_infra,0,missing
LTU,energy,0,missing
LTU,none,24,present
LUX,media,0,missing
LUX,tech_platform,4,present
LUX,telecom,0,missing
LUX,defense,0,missing
LUX,security,0,missing
LUX,finance,0,missing
LUX,critical_infra,0,missing
LUX,energy,0,missing
LUX,none,18,present
LVA,media,19,present
LVA,tech_platform,6,present
LVA,telecom,0,missing
LVA,defense,0,missing
LVA,security,0,missing
LVA,finance,0,missing
LVA,critical_infra,1,present
LVA,energy,0,missing
LVA,none,28,present
MAR,media,0,missing
MAR,tech_platform,3,present
MAR,telecom,0,missing
MAR,defense,0,missing
MAR,security,0,missing
MAR,finance,0,missing
MAR,critical_infra,0,missing
MAR,energy,0,missing
MAR,none,13,present
MCO,media,0,missing
MCO,tech_platform,0,missing
MCO,telecom,0,missing
MCO,defense,0,missing
MCO,security,0,missing
MCO,finance,0,missing
MCO,critical_infra,0,missing
MCO,energy,0,missing
MCO,none,0,missing
MDA,media,0,missing
MDA,tech_platform,3,present
MDA,telecom,0,missing
MDA,defense,0,missing
MDA,security,0,missing
MDA,finance,1,present
MDA,critical_infra,0,missing
MDA,energy,0,missing
MDA,none,17,present
MDG,media,0,missing
MDG,tech_platform,2,present
MDG,telecom,0,missing
MDG,defense,0,missing
MDG,security,0,missing
MDG,finance,0,missing
MDG,critical_infra,2,present
MDG,energy,7,present
MDG,none,10,present
MDV,media,0,missing
MDV,tech_platform,0,missing
MDV,telecom,0,missing
MDV,defense,0,missing
MDV,security,0,missing
MDV,finance,0,missing
MDV,critical_infra,0,missing
MDV,energy,0,missing
MDV,none,11,present
MEX,media,0,missing
MEX,tech_platform,1,present
MEX,telecom,0,missing
MEX,defense,0,missing
MEX,security,0,missing
MEX,finance,0,missing
MEX,critical_infra,0,missing
MEX,energy,0,missing
MEX,none,15,present
MHL,media,0,missing
MHL,tech_platform,0,missing
MHL,telecom,0,missing
MHL,defense,0,missing
MHL,security,0,missing
MHL,finance,0,missing
MHL,critical_infra,0,missing
MHL,energy,0,missing
MHL,none,0,missing
MKD,media,0,missing
MKD,tech_platform,4,present
MKD,telecom,0,missing
MKD,defense,0,missing
MKD,security,0,missing
MKD,finance,0,missing
MKD,critical_infra,1,present
MKD,energy,0,missing
MKD,none,13,present
MLI,media,0,missing
MLI,tech_platform,0,missing
MLI,telecom,0,missing
MLI,defense,0,missing
MLI,security,0,missing
MLI,finance,0,missing
MLI,critical_infra,0,missing
MLI,energy,0,missing
MLI,none,12,present
MLT,media,0,missing
MLT,tech_platform,0,missing
MLT,telecom,0,missing
MLT,defense,0,missing
MLT,security,0,missing
MLT,finance,0,missing
MLT,critical_infra,0,missing
MLT,energy,0,missing
MLT,none,11,present
MMR,media,0,missing
MMR,tech_platform,2,present
MMR,telecom,0,missing
MMR,defense,0,missing
MMR,security,0,missing
MMR,finance,0,missing
MMR,critical_infra,0,missing
MMR,energy,0,missing
MMR,none,29,present
MNE,media,0,missing
MNE,tech_platform,3,present
MNE,telecom,0,missing
MNE,defense,0,missing
MNE,security,0,missing
MNE,finance,0,missing
MNE,critical_infra,0,missing
MNE,energy,0,missing
MNE,none,27,present
MNG,media,0,missing
MNG,tech_platform,2,present
MNG,telecom,0,missing
MNG,defense,0,missing
MNG,security,0,missing
MNG,finance,0,missing
MNG,critical_infra,0,missing
MNG,energy,0,missing
MNG,none,12,present
MOZ,media,0,missing
MOZ,tech_platform,0,missing
MOZ,telecom,0,missing
MOZ,defense,0,missing
MOZ,security,0,missing
MOZ,finance,0,missing
MOZ,critical_infra,0,missing
MOZ,energy,0,missing
MOZ,none,4,present
MRT,media,0,missing
MRT,tech_platform,3,present
MRT,telecom,0,missing
MRT,defense,0,missing
MRT,security,0,missing
MRT,finance,0,missing
MRT,critical_infra,0,missing
MRT,energy,0,missing
MRT,none,13,present
MUS,media,0,missing
MUS,tech_platform,5,present
MUS,telecom,0,missing
MUS,defense,0,missing
MUS,security,0,missing
MUS,finance,0,missing
MUS,critical_infra,0,missing
MUS,energy,0,missing
MUS,none,26,present
MWI,media,0,missing
MWI,tech_platform,0,missing
MWI,telecom,0,missing
MWI,defense,0,missing
MWI,security,0,missing
MWI,finance,0,missing
MWI,critical_infra,0,missing
MWI,energy,0,missing
MWI,none,12,present
MYS,media,0,missing
MYS,tech_platform,2,present
MYS,telecom,0,missing
MYS,defense,0,missing
MYS,security,0,missing
MYS,finance,0,missing
MYS,critical_infra,0,missing
MYS,energy,0,missing
MYS,none,32,present
NAM,media,0,missing
NAM,tech_platform,0,missing
NAM,telecom,0,missing
NAM,defense,0,missing
NAM,security,0,missing
NAM,finance,0,missing
NAM,critical_infra,0,missing
NAM,energy,0,missing
NAM,none,10,present
NER,media,0,missing
NER,tech_platform,3,present
NER,telecom,0,missing
NER,defense,0,missing
NER,security,0,missing
NER,finance,0,missing
NER,critical_infra,0,missing
NER,energy,0,missing
NER,none,11,present
NGA,media,0,missing
NGA,tech_platform,1,present
NGA,telecom,0,missing
NGA,defense,0,missing
NGA,security,0,missing
NGA,finance,0,missing
NGA,critical_infra,0,missing
NGA,energy,0,missing
NGA,none,24,present
NIC,media,0,missing
NIC,tech_platform,2,present
NIC,telecom,0,missing
NIC,defense,0,missing
NIC,security,0,missing
NIC,finance,0,missing
NIC,critical_infra,0,missing
NIC,energy,0,missing
NIC,none,19,present
NLD,media,0,missing
NLD,tech_platform,3,present
NLD,telecom,0,missing
NLD,defense,0,missing
NLD,security,0,missing
NLD,finance,0,missing
NLD,critical_infra,0,missing
NLD,energy,0,missing
NLD,none,17,present
NOR,media,0,missing
NOR,tech_platform,4,present
NOR,telecom,0,missing
NOR,defense,0,missing
NOR,security,0,missing
NOR,finance,0,missing
NOR,critical_infra,0,missing
NOR,energy,0,missing
NOR,none,23,present
NPL,media,0,missing
NPL,tech_platform,1,present
NPL,telecom,0,missing
NPL,defense,0,missing
NPL,security,0,missing
NPL,finance,0,missing
NPL,critical_infra,0,missing
NPL,energy,0,missing
NPL,none,10,present
NRU,media,0,missing
NRU,tech_platform,0,missing
NRU,telecom,0,missing
NRU,defense,0,missing
NRU,security,0,missing
NRU,finance,0,missing
NRU,critical_infra,0,missing
NRU,energy,0,missing
NRU,none,0,missing
NZL,media,0,missing
NZL,tech_platform,1,present
NZL,telecom,0,missing
NZL,defense,0,missing
NZL,security,0,missing
NZL,finance,0,missing
NZL,critical_infra,0,missing
NZL,energy,0,missing
NZL,none,14,present
OMN,media,0,missing
OMN,tech_platform,0,missing
OMN,telecom,0,missing
OMN,defense,0,missing
OMN,security,0,missing
OMN,finance,0,missing
OMN,critical_infra,0,missing
OMN,energy,0,missing
OMN,none,1,present
PAK,media,0,missing
PAK,tech_platform,1,present
PAK,telecom,0,missing
PAK,defense,0,missing
PAK,security,0,missing
PAK,finance,0,missing
PAK,critical_infra,0,missing
PAK,energy,0,missing
PAK,none,11,present
PAN,media,0,missing
PAN,tech_platform,1,present
PAN,telecom,0,missing
PAN,defense,0,missing
PAN,security,0,missing
PAN,finance,0,missing
PAN,critical_infra,0,missing
PAN,energy,0,missing
PAN,none,34,present
PER,media,0,missing
PER,tech_platform,2,present
PER,telecom,0,missing
PER,defense,0,missing
PER,security,0,missing
PER,finance,0,missing
PER,critical_infra,0,missing
PER,energy,0,missing
PER,none,40,present
PHL,media,0,missing
PHL,tech_platform,0,missing
PHL,telecom,0,missing
PHL,defense,0,missing
PHL,security,0,missing
PHL,finance,0,missing
PHL,critical_infra,2,present
PHL,energy,0,missing
PHL,none,27,present
PLW,media,0,missing
PLW,tech_platform,0,missing
PLW,telecom,0,missing
PLW,defense,0,missing
PLW,security,0,missing
PLW,finance,0,missing
PLW,critical_infra,0,missing
PLW,energy,0,missing
PLW,none,0,missing
PNG,media,0,missing
PNG,tech_platform,1,present
PNG,telecom,0,missing
PNG,defense,0,missing
PNG,security,0,missing
PNG,finance,0,missing
PNG,critical_infra,1,present
PNG,energy,0,missing
PNG,none,21,present
POL,media,0,missing
POL,tech_platform,5,present
POL,telecom,1,present
POL,defense,1,present
POL,security,0,missing
POL,finance,0,missing
POL,critical_infra,2,present
POL,energy,0,missing
POL,none,50,present
PRK,media,0,missing
PRK,tech_platform,0,missing
PRK,telecom,0,missing
PRK,defense,0,missing
PRK,security,0,missing
PRK,finance,0,missing
PRK,critical_infra,0,missing
PRK,energy,0,missing
PRK,none,1,present
PRT,media,0,missing
PRT,tech_platform,4,present
PRT,telecom,0,missing
PRT,defense,0,missing
PRT,security,0,missing
PRT,finance,0,missing
PRT,critical_infra,2,present
PRT,energy,0,missing
PRT,none,18,present
PRY,media,0,missing
PRY,tech_platform,0,missing
PRY,telecom,0,missing
PRY,defense,0,missing
PRY,security,0,missing
PRY,finance,0,missing
PRY,critical_infra,0,missing
PRY,energy,0,missing
PRY,none,10,present
QAT,media,0,missing
QAT,tech_platform,0,missing
QAT,telecom,0,missing
QAT,defense,0,missing
QAT,security,0,missing
QAT,finance,0,missing
QAT,critical_infra,0,missing
QAT,energy,0,missing
QAT,none,0,missing
ROU,media,0,missing
ROU,tech_platform,6,present
ROU,telecom,0,missing
ROU,defense,1,present
ROU,security,0,missing
ROU,finance,0,missing
ROU,critical_infra,0,missing
ROU,energy,0,missing
ROU,none,46,present
RUS,media,1,present
RUS,tech_platform,6,present
RUS,telecom,1,present
RUS,defense,0,missing
RUS,security,0,missing
RUS,finance,1,present
RUS,critical_infra,1,present
RUS,energy,3,present
RUS,none,67,present
RWA,media,0,missing
RWA,tech_platform,2,present
RWA,telecom,0,missing
RWA,defense,0,missing
RWA,security,0,missing
RWA,finance,0,missing
RWA,critical_infra,0,missing
RWA,energy,0,missing
RWA,none,6,present
SAU,media,0,missing
SAU,tech_platform,0,missing
SAU,telecom,0,missing
SAU,defense,0,missing
SAU,security,0,missing
SAU,finance,1,present
SAU,critical_infra,0,missing
SAU,energy,0,missing
SAU,none,1,present
SDN,media,0,missing
SDN,tech_platform,1,present
SDN,telecom,0,missing
SDN,defense,0,missing
SDN,security,0,missing
SDN,finance,0,missing
SDN,critical_infra,0,missing
SDN,energy,0,missing
SDN,none,11,present
SEN,media,0,missing
SEN,tech_platform,4,present
SEN,telecom,0,missing
SEN,defense,0,missing
SEN,security,0,missing
SEN,finance,0,missing
SEN,critical_infra,0,missing
SEN,energy,0,missing
SEN,none,13,present
SGP,media,0,missing
SGP,tech_platform,2,present
SGP,telecom,0,missing
SGP,defense,0,missing
SGP,security,0,missing
SGP,finance,0,missing
SGP,critical_infra,0,missing
SGP,energy,0,missing
SGP,none,22,present
SLB,media,0,missing
SLB,tech_platform,0,missing
SLB,telecom,0,missing
SLB,defense,0,missing
SLB,security,0,missing
SLB,finance,0,missing
SLB,critical_infra,0,missing
SLB,energy,0,missing
SLB,none,19,present
SLE,media,0,missing
SLE,tech_platform,0,missing
SLE,telecom,0,missing
SLE,defense,0,missing
SLE,security,0,missing
SLE,finance,0,missing
SLE,critical_infra,0,missing
SLE,energy,0,missing
SLE,none,11,present
SLV,media,0,missing
SLV,tech_platform,0,missing
SLV,telecom,0,missing
SLV,defense,0,missing
SLV,security,0,missing
SLV,finance,0,missing
SLV,critical_infra,0,missing
SLV,energy,0,missing
SLV,none,20,present
SMR,media,0,missing
SMR,tech_platform,0,missing
SMR,telecom,0,missing
SMR,defense,0,missing
SMR,security,0,missing
SMR,finance,0,missing
SMR,critical_infra,0,missing
SMR,energy,0,missing
SMR,none,0,missing
SOM,media,0,missing
SOM,tech_platform,1,present
SOM,telecom,0,missing
SOM,defense,0,missing
SOM,security,0,missing
SOM,finance,0,missing
SOM,critical_infra,0,missing
SOM,energy,0,missing
SOM,none,9,present
SRB,media,0,missing
SRB,tech_platform,11,present
SRB,telecom,0,missing
SRB,defense,0,missing
SRB,security,0,missing
SRB,finance,0,missing
SRB,critical_infra,0,missing
SRB,energy,0,missing
SRB,none,60,present
SSD,media,0,missing
SSD,tech_platform,0,missing
SSD,telecom,0,missing
SSD,defense,0,missing
SSD,security,0,missing
SSD,finance,0,missing
SSD,critical_infra,0,missing
SSD,energy,0,missing
SSD,none,0,missing
STP,media,0,missing
STP,tech_platform,1,present
STP,telecom,0,missing
STP,defense,0,missing
STP,security,0,missing
STP,finance,0,missing
STP,critical_infra,0,missing
STP,energy,0,missing
STP,none,5,present
SUR,media,0,missing
SUR,tech_platform,2,present
SUR,telecom,0,missing
SUR,defense,0,missing
SUR,security,0,missing
SUR,finance,0,missing
SUR,critical_infra,0,missing
SUR,energy,0,missing
SUR,none,39,present
SVK,media,0,missing
SVK,tech_platform,2,present
SVK,telecom,0,missing
SVK,defense,0,missing
SVK,security,0,missing
SVK,finance,0,missing
SVK,critical_infra,0,missing
SVK,energy,0,missing
SVK,none,25,present
SVN,media,1,present
SVN,tech_platform,2,present
SVN,telecom,0,missing
SVN,defense,0,missing
SVN,security,0,missing
SVN,finance,0,missing
SVN,critical_infra,0,missing
SVN,energy,0,missing
SVN,none,19,present
SWE,media,0,missing
SWE,tech_platform,2,present
SWE,telecom,0,missing
SWE,defense,0,missing
SWE,security,0,missing
SWE,finance,0,missing
SWE,critical_infra,0,missing
SWE,energy,0,missing
SWE,none,18,present
SWZ,media,0,missing
SWZ,tech_platform,0,missing
SWZ,telecom,0,missing
SWZ,defense,0,missing
SWZ,security,0,missing
SWZ,finance,0,missing
SWZ,critical_infra,0,missing
SWZ,energy,0,missing
SWZ,none,6,present
SYC,media,0,missing
SYC,tech_platform,0,missing
SYC,telecom,0,missing
SYC,defense,0,missing
SYC,security,0,missing
SYC,finance,0,missing
SYC,critical_infra,0,missing
SYC,energy,0,missing
SYC,none,4,present
SYR,media,0,missing
SYR,tech_platform,7,present
SYR,telecom,0,missing
SYR,defense,0,missing
SYR,security,0,missing
SYR,finance,0,missing
SYR,critical_infra,0,missing
SYR,energy,0,missing
SYR,none,11,present
TCD,media,0,missing
TCD,tech_platform,7,present
TCD,telecom,0,missing
TCD,defense,0,missing
TCD,security,0,missing
TCD,finance,0,missing
TCD,critical_infra,0,missing
TCD,energy,0,missing
TCD,none,13,present
TGO,media,0,missing
TGO,tech_platform,1,present
TGO,telecom,0,missing
TGO,defense,0,missing
TGO,security,0,missing
TGO,finance,0,missing
TGO,critical_infra,0,missing
TGO,energy,0,missing
TGO,none,16,present
THA,media,0,missing
THA,tech_platform,14,present
THA,telecom,0,missing
THA,defense,0,missing
THA,security,0,missing
THA,finance,0,missing
THA,critical_infra,2,present
THA,energy,0,missing
THA,none,18,present
TJK,media,0,missing
TJK,tech_platform,1,present
TJK,telecom,0,missing
TJK,defense,0,missing
TJK,security,0,missing
TJK,finance,0,missing
TJK,critical_infra,0,missing
TJK,energy,0,missing
TJK,none,4,present
TKM,media,0,missing
TKM,tech_platform,0,missing
TKM,telecom,0,missing
TKM,defense,0,missing
TKM,security,0,missing
TKM,finance,0,missing
TKM,critical_infra,0,missing
TKM,energy,0,missing
TKM,none,7,present
TLS,media,0,missing
TLS,tech_platform,2,present
TLS,telecom,0,missing
TLS,defense,0,missing
TLS,security,0,missing
TLS,finance,0,missing
TLS,critical_infra,0,missing
TLS,energy,0,missing
TLS,none,11,present
TON,media,0,missing
TON,tech_platform,0,missing
TON,telecom,0,missing
TON,defense,0,missing
TON,security,0,missing
TON,finance,0,missing
TON,critical_infra,0,missing
TON,energy,0,missing
TON,none,0,missing
TTO,media,0,missing
TTO,tech_platform,1,present
TTO,telecom,0,missing
TTO,defense,0,missing
TTO,security,0,missing
TTO,finance,0,missing
TTO,critical_infra,0,missing
TTO,energy,0,missing
TTO,none,13,present
TUN,media,0,missing
TUN,tech_platform,3,present
TUN,telecom,0,missing
TUN,defense,0,missing
TUN,security,0,missing
TUN,finance,0,missing
TUN,critical_infra,0,missing
TUN,energy,0,missing
TUN,none,9,present
TUR,media,0,missing
TUR,tech_platform,1,present
TUR,telecom,0,missing
TUR,defense,0,missing
TUR,security,0,missing
TUR,finance,0,missing
TUR,critical_infra,0,missing
TUR,energy,0,missing
TUR,none,25,present
TUV,media,0,missing
TUV,tech_platform,0,missing
TUV,telecom,0,missing
TUV,defense,0,missing
TUV,security,0,missing
TUV,finance,0,missing
TUV,critical_infra,0,missing
TUV,energy,0,missing
TUV,none,0,missing
TZA,media,0,missing
TZA,tech_platform,0,missing
TZA,telecom,0,missing
TZA,defense,0,missing
TZA,security,0,missing
TZA,finance,0,missing
TZA,critical_infra,0,missing
TZA,energy,0,missing
TZA,none,8,present
UGA,media,0,missing
UGA,tech_platform,0,missing
UGA,telecom,0,missing
UGA,defense,0,missing
UGA,security,0,missing
UGA,finance,0,missing
UGA,critical_infra,0,missing
UGA,energy,0,missing
UGA,none,8,present
UKR,media,0,missing
UKR,tech_platform,13,present
UKR,telecom,0,missing
UKR,defense,1,present
UKR,security,0,missing
UKR,finance,0,missing
UKR,critical_infra,0,missing
UKR,energy,0,missing
UKR,none,13,present
URY,media,0,missing
URY,tech_platform,0,missing
URY,telecom,0,missing
URY,defense,0,missing
URY,security,0,missing
URY,finance,0,missing
URY,critical_infra,0,missing
URY,energy,0,missing
URY,none,9,present
USA,media,2,present
USA,tech_platform,10,present
USA,telecom,1,present
USA,defense,0,missing
USA,security,0,missing
USA,finance,2,present
USA,critical_infra,4,present
USA,energy,2,present
USA,none,41,present
UZB,media,0,missing
UZB,tech_platform,1,present
UZB,telecom,0,missing
UZB,defense,0,missing
UZB,security,0,missing
UZB,finance,0,missing
UZB,critical_infra,0,missing
UZB,energy,0,missing
UZB,none,6,present
VAT,media,0,missing
VAT,tech_platform,0,missing
VAT,telecom,0,missing
VAT,defense,0,missing
VAT,security,0,missing
VAT,finance,0,missing
VAT,critical_infra,0,missing
VAT,energy,0,missing
VAT,none,0,missing
VCT,media,0,missing
VCT,tech_platform,0,missing
VCT,telecom,0,missing
VCT,defense,0,missing
VCT,security,0,missing
VCT,finance,0,missing
VCT,critical_infra,0,missing
VCT,energy,0,missing
VCT,none,0,missing
VEN,media,0,missing
VEN,tech_platform,4,present
VEN,telecom,0,missing
VEN,defense,0,missing
VEN,security,0,missing
VEN,finance,0,missing
VEN,critical_infra,0,missing
VEN,energy,0,missing
VEN,none,18,present
VNM,media,0,missing
VNM,tech_platform,1,present
VNM,telecom,0,missing
VNM,defense,0,missing
VNM,security,0,missing
VNM,finance,0,missing
VNM,critical_infra,0,missing
VNM,energy,0,missing
VNM,none,6,present
VUT,media,0,missing
VUT,tech_platform,0,missing
VUT,telecom,0,missing
VUT,defense,0,missing
VUT,security,0,missing
VUT,finance,0,missing
VUT,critical_infra,0,missing
VUT,energy,0,missing
VUT,none,14,present
WSM,media,0,missing
WSM,tech_platform,0,missing
WSM,telecom,0,missing
WSM,defense,0,missing
WSM,security,0,missing
WSM,finance,0,missing
WSM,critical_infra,0,missing
WSM,energy,0,missing
WSM,none,0,missing
YEM,media,0,missing
YEM,tech_platform,1,present
YEM,telecom,0,missing
YEM,defense,0,missing
YEM,security,0,missing
YEM,finance,0,missing
YEM,critical_infra,0,missing
YEM,energy,0,missing
YEM,none,4,present
ZAF,media,0,missing
ZAF,tech_platform,0,missing
ZAF,telecom,0,missing
ZAF,defense,0,missing
ZAF,security,0,missing
ZAF,finance,0,missing
ZAF,critical_infra,0,missing
ZAF,energy,0,missing
ZAF,none,20,present
ZMB,media,0,missing
ZMB,tech_platform,0,missing
ZMB,telecom,0,missing
ZMB,defense,0,missing
ZMB,security,0,missing
ZMB,finance,0,missing
ZMB,critical_infra,0,missing
ZMB,energy,0,missing
ZMB,none,15,present
ZWE,media,0,missing
ZWE,tech_platform,1,present
ZWE,telecom,0,missing
ZWE,defense,0,missing
ZWE,security,0,missing
ZWE,finance,0,missing
ZWE,critical_infra,0,missing
ZWE,energy,0,missing
ZWE,none,31,present
